"ProjectID","Project Title","PAAS Code","Approval Status","Fund","PAG Value","Start Date","End Date","Country(ies)","Lead Org Unit","Theme(s)","Donor(s)","Total Expenditure","Total Contribution","Total Contribution - Total Expenditure","Total PSC"
"2393","ICT and Urban Governance: Future Policy Modeling (FUPOL)","P-13-08-16-34","Pending Approval","QXB","120,000","15-May-13","31-Dec-15","Kenya","Urban Legislation, Land and Governance","","","0","0","0","0"
"2394","Enhancing the Role of Union of Municipalities to Respond to Refugees' and Host Communities' Needs","C363","Pending Approval","QXB","3,559,822","1-Sep-13","1-Aug-16","Lebanon","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","UNHCR - HQ , , UNHCR-HQ","3,322,201","3,559,822","237,621","221,247"
"2395","Development of PAAS Project Manual","P-13-08-19-11","Pending Approval","FNE","10,000","19-Aug-13","23-Aug-13","","","","","0","0","0","0"
"2397","Seventh Session of the World Urban Forum (WUF 7)","A127","Approved","FOD","4,000,000","1-Apr-13","30-Apr-16","GLOBAL","External Relations","Advocacy, Research and Capacity Development","Municipality of Medellin, MUNICIPALITY OF MEDELLIN","2,499,877","2,000,000","-499,877","0"
"2400","Improving Urban Water Service Delivery in Somaliland targeting Burao, Erigavo, Tag Wajaale and Boroma towns","C368","Approved","QXB","306,128","1-May-13","31-Dec-17","Somalia","Regional Office for Africa","Urban Basic Services","United Nations Children's Fund Somalia Country Office - UNICEF (SoCo), , UNICEF-SOMALIA","302,577","306,119","3,542","17,343"
"2401","Urban Improvement and Transformation of Kabul City Phase 2 (Kabul Solidarity Programme Phase 2 KSP)","D385","Approved","QXB","5,394,054","1-Jul-13","30-Nov-14","Afghanistan","Regional Office for Asia and the Pacific","Housing and Slum Upgrading, Urban Land, Legislation & Governance","KSPKBLSC01.12-JICA, KSPKBLSC01.12-JICA","5,394,055","5,394,054","-1","256,860"
"2403","Shelter Cluster Regional Focal Point for the Americas","K094","Approved","QXB","56,233","1-Sep-13","31-Dec-14","Regional - Latin America and Caribbean","Risk Reduction and Rehabilitation","Risk Reduction and Rehabilitation","UNHCR , UNHCR - HQ , GROUP OF SPONSORS, UNHCR-HQ, UNHCR-PAKISTAN","156,039","37,996","-118,044","8,832"
"2404","CITIES PROSPERITY INITIATIVE (Corregidora Municipality)","P-13-08-28-40","Pending Approval","FOD","50,000","1-Aug-13","31-Jul-14","","Research and Capacity Development","","","0","0","0","0"
"2405","Quick Impact Project: Urban Piped Water Project: QIPs-2 for 6 towns (UNMISS)","W068","Pending Approval","FWS","594,000","1-Aug-13","31-Aug-16","South Sudan","Urban Basic Services","Urban Basic Services","UNMISS, , UNMISS - INTERNAL UMOJA USE","593,201","593,201","0","38,808"
"2406","Prevention et resolution des conflits fonciers dans les zones de deplacement et de retour en territoire de Masisi (axes Sake-Mweso et sake-Nyabiondo), Province du Nord Kivu, RD Congo","P-13-08-30-34","Pending Approval","TIP","618,164","1-Sep-13","31-Aug-15","","","","","0","0","0","0"
"2407","Prevention et resolution des conflits fonciers dans les zones de deplacement et de retour en territoire de Masisi (axes Sake-Mweso et sake-Nyabiondo), Province du Nord Kivu, RD Congo","C357","Pending Approval","QXB","618,164","1-Sep-13","31-Dec-16","Democratic Republic of Congo","Regional Office for Africa","Risk Reduction and Rehabilitation, Urban Land, Legislation & Governance","UNDP Multi Donor Trust Fund Office, UNDP MPTF (Multi-Partner Trust Fund)","616,839","617,918","1,079","40,354"
"2408","MEKWATSAN - Rural Livelihoods improvement Programme (RLIP) project in Attapeu, LAO PDR","W070","Pending Approval","FWS","240,000","1-Sep-13","31-May-16","Regional - Asia","Urban Basic Services","Urban Basic Services","IFAD - Headquarters - Italy, IFAD-HQ INTERNATIONAL FUND FOR AGRICULTURE DEVEL","236,405","238,546","2,141","15,466"
"2411","Cities Prosperity Initiative (2013-2015) (Umbrella)","H152","Pending Approval","FOD","2,000,000","1-Apr-13","31-May-16","GLOBAL","Research and Capacity Development","Research and Capacity Development","Cajame, CORREGIDORA, , MUNICIPIO DE CORREGIDORA","39,986","75,000","35,014","4,600"
"2412","Programme de securisation fonciere integree pour la reintegration et la relance communautaire a l'est de la RDC.","P-13-09-03-65","Pending Approval","QXB","643,997","1-Sep-13","31-Aug-15","","","","","0","0","0","0"
"2413","Programme de securisation fonciere integree pour la reintegration et la relance communautaire a l'est de la RDC.","C358","Pending Approval","QXB","643,997","1-Sep-13","31-Dec-16","Democratic Republic of Congo","Regional Office for Africa","Risk Reduction and Rehabilitation, Urban Land, Legislation & Governance","UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","644,551","643,997","-554","42,167"
"2414","Shelter and WASH Support for non-camp Refugees - Iraq","N055","Pending Approval","QXB","1,108,357","22-Sep-13","31-May-16","Iraq","Regional Office for Arab States","Risk Reduction and Rehabilitation","UNHCR - HQ , UNHCR-HQ","1,054,799","1,108,357","53,558","50,134"
"2415","RRRF","P-13-09-05-74","Pending Approval","QXB","47,000","1-Oct-13","31-Oct-13","","","","","0","0","0","0"
"2418","Spatial Planning Support to Palestinian Communities in Area C, West Bank, occupied Palestinian territory","P016","Pending Approval","FPP","1,003,518","2-Aug-13","31-Oct-16","Palestine","Regional Office for Arab States","Advocacy, Housing and Slum Upgrading, Urban Planning and Design","European Commission (EC), EUROPEAN COMMISSION FLAGGED FOR ARCHIVING","1,223,322","1,107,365","-115,957","84,656"
"2421","Participatory review of Egyptian planning and related urban development legislation to support sustainable urban development- Egypt","C365","Pending Approval","QXB","325,985","1-Apr-13","31-Dec-16","Egypt","Regional Office for Arab States","Urban Land, Legislation & Governance","Deutsche Gesellschaft fur Internationale Zusammenarbeit (GIZ), DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT - GIZ","296,314","308,458","12,143","26,938"
"2423","Intergrated Humanitatian Shelter Assistance to IDPs in Tirah Valley, Pakistan","D384","Pending Approval","QXB","399,999","15-May-13","31-May-16","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","United Nations General Trust Fund, UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","391,469","399,999","8,530","25,610"
"2424","Addressing the Land Information Requirements of the Urban Poor - Phase 2: Scaling Up the Capacity Development Initiatives in the Use and Application of the Social Tenure Domain Model (STDM)","G072","Pending Approval","FCL","225,000","24-Mar-13","31-May-16","Uganda, GLOBAL, Regional - Africa, Regional - Asia","Urban Legislation, Land and Governance","Research and Capacity Development , Urban Land, Legislation & Governance","IBRD/World Bank, WORLD BANK-HQ","225,000","225,000","0","20,455"
"2425","Strengthening capacity of policymakers in South-East Asit to promote policies and developing plans for improved wastewater treatment and reuse in urban and peri-urban areas","P-13-09-16-89","Pending Approval","ROA","348,000","1-Jan-13","31-Dec-15","","","","","0","0","0","0"
"2427","Lake Tanganyika Water sanitation Environmental Programme - Gatumba Water and sanitation Project","P-13-09-17-96","Pending Approval","FNO","50,000","15-Oct-13","31-Dec-14","Burundi","Urban Basic Services","Urban Basic Services","","0","0","0","0"
"2428","Urban Youth Empowerment and Opportunity Creation Project","H160","Pending Approval","FOD","130,000","1-Jan-14","31-May-16","Kenya","Urban Economy","Urban Economy","THE GRAND KOREAN LEISURE COMPANY, , GRAND KOREAN LEISURE COMPANY GKL","129,975","130,000","25","0"
"2429","Repair of the Yongquan and MUMA Primary Schools, Sichuan Province, China","D386","Pending Approval","QXB","98,687","1-Sep-13","30-Jun-14","China","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","BASF Stiftung, BASF AG","98,620","95,303","-3,317","6,881"
"2431","Global Shelter and Settlements Project Review","K093","Pending Approval","FOD","75,000","1-Sep-12","30-Sep-13","GLOBAL","Risk Reduction and Rehabilitation","Risk Reduction and Rehabilitation","USAID, USAID - WASHINGTON US AGENCY FOR INTERNATIONAL DEVELOPMENT","64,276","68,879","4,603","4,508"
"2432","Support and Assistance of the enhancement of the Major’s Office of Medellin in the Municipal Development Plan of ‘Construyamos unidos un hogar para la vida' (Let's Build a Home for Life.)","F117","Pending Approval","FSP","339,000","20-Sep-13","31-Dec-16","Colombia","Regional Office for Latin America and Caribbean","Urban Economy, Urban Land, Legislation & Governance, Urban Planning and Design","PM of Spain to the United Nations, , PM OF SPAIN TO THE UNITED NATIONS","337,929","0","-337,929","46,479"
"2433","Human Security through Inclusive Socio-economic Development in Upper Egypt","C359","Pending Approval","QXB","649,330","1-Jun-13","30-Nov-17","Egypt","Regional Office for Arab States","Cross Cutting, Housing and Slum Upgrading, Urban Basic Services, Urban Economy","United Nations General Trust Fund, , UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","628,794","649,330","20,536","33,755"
"2434","Mainstreaming energy and resource efficiency measures into building codes, building policies and building practices in Senegal, Nigeria and Cameroon (Umbrella)","W069","Pending Approval","FOD","405,000","1-Oct-13","31-Dec-17","Cameroon, Nigeria, Senegal","Urban Basic Services","Urban Basic Services, Urban Land, Legislation & Governance","Deutsche Gesellschaft fur Internationale Zusammenarbeit (GIZ), Federal University of Technology , PM of Cameroon to the United Nations, PM of Senegal to the United Nations , DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT - GIZ, FONDAZIONE POLITECNICO DI MILANO, GROUP OF SPONSORS","309,607","384,986","75,379","28,146"
"2437","Support and Assistance of the enhancement of the Major’s Office of Medellin in the Municipal Development Plan of ‘Construyamos unidos un hogar para la vida' (Let's Build a Home for Life.)","F123","Pending Approval","QXB","600,000","20-Sep-13","31-Dec-16","Colombia","Regional Office for Latin America and Caribbean","Urban Economy, Urban Land, Legislation & Governance, Urban Planning and Design","UNDP Res Rep Colombia, , INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN - ISVIMED","161,705","1,099,965","938,260","35,815"
"2439","Achieving Sustainable Urban Development in the Philippines","D373","Pending Approval","FSP","1,506,964","1-Jan-13","30-Jun-16","Philippines","Regional Office for Asia and the Pacific","Urban Basic Services, Urban Economy, Urban Planning and Design","PM of Spain to the United Nations, , PM OF SPAIN TO THE UNITED NATIONS","1,739,930","683,350","-1,056,580","190,749"
"2440","Emergency shelter and coordination support in Syrian cities for the most vulnerable IDPs'","C366","Pending Approval","QXB","831,578","1-Oct-13","30-Jun-14","Syrian Arab Republic","Regional Office for Arab States","Risk Reduction and Rehabilitation","Swiss Agency for Development and Cooperation (SDC) , , SWISS AGENCY FOR DEVELOPMENT AND COOPERATION SDC","974,525","1,036,964","62,439","63,754"
"2441","Cities Prosperity Initiative (2013-2015) - Municipal of Cajeme","H157","Pending Approval","FOD","50,000","22-Apr-14","31-Dec-16","Mexico","Research and Capacity Development","Research and Capacity Development , Urban Basic Services, Urban Planning and Design","Cajame, INSTITUTO MUNICIPAL DE INVESTIGACION Y PLANEACION URBANA DE CAJEME IMIP","39,977","25,000","-14,977","4,585"
"2445","From Camps Transformation to Urban Revitalization (CATUR project) - Port-au-Prince, Haiti","F128","Pending Approval","QXB","1,500,141","15-May-14","31-Dec-17","Haiti","Regional Office for Latin America and Caribbean","Urban Planning and Design","CORDAID , International Federation of Red Cross and Red Crescent Societies ( IFRC & RCS ), , AMERICAN RED CROSS - ARC, CORDAID REGIONAL OFFICE NAIROBI, GROUP OF SPONSORS, INTERNATIONAL FEDERATION OF RED CROSS AND RED CRESCENT - IFRC-RCS SWITZERLAND","897,073","1,150,908","253,835","73,771"
"2446","Urban Renovation and Human Settlements within railroad areas in El Salvador: Phase I","F126","Pending Approval","QXB","336,340","1-Nov-13","31-May-16","El Salvador","Regional Office for Latin America and Caribbean","Urban Economy, Urban Planning and Design","CEPA, COMISION EJECUTIVA PORTUARIA AUT - CEPA","336,279","336,340","61","22,000"
"2447","Rehabilitation and Reconstruction Response Facility Phase VII","D368","Pending Approval","FJP","47,300","1-Apr-13","31-Mar-14","Regional - Asia","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, PM OF JAPAN TO THE UNITED NATIONS","47,299","47,300","1","5,442"
"2451","PakistanTraining","P-13-09-30-79","Pending Approval","QXB","100,000","30-Sep-13","31-Jul-14","","","","","0","0","0","0"
"2452","China Sustainable City","P-13-09-30-45","Pending Approval","QXT","32,111","30-Aug-13","4-Oct-13","","","","","0","0","0","0"
"2453","urban mobility","P-13-09-30-81","Pending Approval","QXB","25,000","19-Sep-13","10-May-14","","","","","0","0","0","0"
"2454","urban mobility","P-13-09-30-74","Pending Approval","QXB","120,000","19-Sep-13","26-Sep-14","","","","","0","0","0","0"
"2456","sustainable development","P-13-09-30-90","Pending Approval","FPP","10,000","29-Aug-13","31-Oct-13","","","","","0","0","0","0"
"2460","Government of Norway funded Junior Professional Officer - Helene Opsal","P-13-10-02-54","Pending Approval","FJO","277,265","1-Jun-13","31-Dec-15","","","","","0","0","0","0"
"2461","Government of Norway funded Junior Professional Officer - Helene Opsal","B123","Pending Approval","FJO","277,265","1-Jun-13","18-Aug-17","","Management and Operations","Urban Economy","PM of Norway to the United Nations, PM OF NORWAY TO THE UNITED NATIONS","331,527","417,513","85,987","35,521"
"2462","Facilitating Private Sector Investment in Durable Solutions in Iraq","N056","Pending Approval","QXB","150,000","7-Oct-13","31-May-16","Iraq","Regional Office for Arab States","Risk Reduction and Rehabilitation","UNHCR - HQ , UNHCR-HQ","147,962","150,000","2,038","8,375"
"2463","Integrated Humanitarian Shelter Assistance to IDPs and Returnees in Kurram Agency, Pakistan (Phase II)","D388","Pending Approval","QXB","270,000","1-Oct-13","30-Jun-14","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","United Nations General Trust Fund, UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","269,482","270,000","518","17,630"
"2465","Lifesaving WASH Services to IDPs and Returnees in Tirah Valley, Pakistan (Phase II)","D387","Pending Approval","QXB","450,001","11-Sep-13","31-May-16","Pakistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Basic Services","United Nations General Trust Fund, UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","438,217","450,001","11,784","28,668"
"2466","Programme de securisation fonciere integree pour la reintegration et la relance communautaire a l'est de la RDC","P-13-10-10-26","Pending Approval","QXB","467,290","10-Jan-13","31-Dec-14","","","","","0","0","0","0"
"2468","Housing the Poor in African Cities - Quick Guides for Policy Makers (Marketing & Dissemination)","P-13-10-22-3","Pending Approval","FOD","146,500","1-Nov-12","31-Dec-13","","","","","0","0","0","0"
"2469","Housing the Poor in African Cities - Quick Guides for Policy Makers (Marketing & Dissemination)","P-13-10-22-57","Pending Approval","FOD","126,500","1-Nov-12","31-Dec-13","","","","","0","0","0","0"
"2470","Support to the establishment of a land disputes prevention and resolution system in Liberia - Phase 2","C369","Pending Approval","QXB","2,000,000","1-Oct-13","31-Dec-16","Liberia","Regional Office for Africa","Urban Land, Legislation & Governance, Urban Planning and Design","UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","1,924,305","2,000,000","75,695","117,057"
"2471","Local Integration of IDP Families in Herat, Afghanistan","D396","Pending Approval","FUS","149,591","30-Sep-13","30-Jun-14","Afghanistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Land, Legislation & Governance","USAID, USAID - WASHINGTON US AGENCY FOR INTERNATIONAL DEVELOPMENT","114,898","149,591","34,693","7,517"
"2472","CANAAN URBAN DEVELOPMENT INITIATIVE - IN THE NORTHERN EXPANSION ZONE OF PORT AU PRINCE","P-13-10-28-24","Pending Approval","QXB","3,155,376","1-Dec-13","1-Dec-14","","","Housing and Slum Upgrading, Research and Capacity Development , Urban Basic Services, Urban Planning and Design","USAID","0","0","0","0"
"2474","Dissemination of the Quick Guides for Housing the Poor in Africa","L014","Pending Approval","FCL","125,800","1-Jan-13","31-May-16","Regional - Africa","Research and Capacity Development","Housing and Slum Upgrading, Research and Capacity Development","IBRD/World Bank, , WORLD BANK-HQ","121,085","125,800","4,715","0"
"2477","Scaling up and Deepening of Planning Suppo0rt to Palestinian Communties in East Jerusalem","P018","Pending Approval","FPP","1,722,843","1-Jan-13","31-Dec-16","Palestine","Regional Office for Arab States","Urban Planning and Design","PM of Belgium to the United Nations, PM OF BELGIUM TO THE UNITED NATIONS","1,635,833","813,646","-822,187","70,018"
"2483","Global Land Tool Network (GLTN) Phase 2 (2012-2017) - NL / IFAD Contribution","G073","Pending Approval","FOD","20,137,500","1-Jan-12","31-Dec-18","GLOBAL","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance","IFAD , UN Women's Guild , , GROUP OF SPONSORS, IFAD-HQ INTERNATIONAL FUND FOR AGRICULTURE DEVEL, SWISS AGENCY FOR DEVELOPMENT AND COOPERATION SDC, UN WOMEN-HQ","20,784,209","21,010,610","226,401","878,884"
"2484","Project ID 00087568, Improving Living Conditions in Palestinian Gatherings Host Communities","C370","Pending Approval","TIP","1,304,028","11-Oct-13","31-May-16","Lebanon","Regional Office for Arab States","Research and Capacity Development , Risk Reduction and Rehabilitation, Urban Basic Services","UNDP Multi Donor Trust Fund Office, UNDP-HQ","1,292,526","241,500","-1,051,026","84,553"
"2488","Community Engagement Support to Public-Private Partnership in New Ger Area Redevelopment in Ulaanbaatar City","D394","Pending Approval","QXB","175,000","1-Dec-13","30-Jun-15","Mongolia","Regional Office for Asia and the Pacific","Housing and Slum Upgrading","Mongol Diving LLC, MONGOL DIVING LLC","171,756","173,086","1,331","12,659"
"2498","Land Natural Resources Tenure Security Learning Initiative for East and Southern Africa - Phase 2 - IFAD Contribution to GLTN Phase 2 Programme","G074","Pending Approval","FOD","1,425,000","30-Oct-13","30-Jun-18","Kenya, Uganda","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance","IFAD , , GROUP OF SPONSORS, IFAD-HQ INTERNATIONAL FUND FOR AGRICULTURE DEVEL","1,456,355","1,645,000","188,645","102,406"
"2500","Myanmar Climate Change Alliance (MCCA)","D391","Pending Approval","QXB","5,165,562","19-Dec-13","31-Mar-19","Myanmar","Regional Office for Asia and the Pacific","Urban Land, Legislation & Governance, Urban Planning and Design","European Commission (EC), , EUROPEAN COMMISSION FLAGGED FOR ARCHIVING","4,200,105","6,081,431","1,881,326","173,883"
"2501","SHELTER NEEDS ASSESSMENT AND SHELTER OPTIONS FOR IDPs","C371","Pending Approval","QXB","67,443","27-Nov-13","31-May-16","Syrian Arab Republic","Regional Office for Arab States","Risk Reduction and Rehabilitation","UNHCR - HQ , UNHCR-HQ","48,398","67,443","19,045","3,166"
"2502","Enhancing the Role of Union of Municipalities to Respond to Refugees' and Host Communities' Needs: WASH Infrastructure Projects","C378","Pending Approval","QXB","1,461,326","1-Sep-13","31-May-16","Lebanon","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","UNICEF - Lebanon , , UNICEF-LEBANON","1,691,676","1,461,326","-230,350","110,670"
"2504","Rehabilitation of Dar Al Consul into Residential and Civic Complex","P017","Pending Approval","FPP","3,886,000","1-Jan-14","31-Dec-17","Palestine","Regional Office for Arab States","Risk Reduction and Rehabilitation, Urban Economy","European Commission (EC), , EUROPEAN COMMISSION FLAGGED FOR ARCHIVING, GROUP OF SPONSORS","2,858,700","3,598,055","739,355","132,263"
"2506","Guidelines for Participatory Urban Development in Ulaanbaatar City","D393","Pending Approval","QXB","35,000","16-Dec-13","31-Dec-14","Mongolia","Regional Office for Asia and the Pacific","Urban Land, Legislation & Governance","Ulaanbaatar City Government, CITY OF ULAANBAATAR GOVERNMENT","34,457","36,749","2,292","4,078"
"2508","Post 2015 Sustainable Transport (P-2015 ST)","W072","Pending Approval","FGB","64,516","21-Oct-13","23-Jun-14","GLOBAL","Urban Basic Services","Urban Basic Services","Department for International Development (DFID), DEPT FOR INTERNATIONAL DEVELOPMENT DFID/ UNITED KINGDOM","62,384","64,516","2,132","7,177"
"2509","IPSAS implementation in UN-Habitat","P-13-11-21-20","Pending Approval","FUS","700,000","1-Jan-13","31-Dec-13","GLOBAL","","Management","","0","0","0","0"
"2510","IPSAS Implementation - US Funded","A129","Pending Approval","FNE","700,000","1-Jan-13","30-Jun-14","GLOBAL","Management and Operations","Management","PM of the United States to the United Nations","748,399","700,000","-48,399","0"
"2511","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II) _SDC funding","C367","Pending Approval","QXB","1,410,608","1-Jan-13","31-Dec-18","Somalia","Regional Office for Africa","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP (SO), UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","1,649,824","862,751","-787,073","91,536"
"2512","RRRF","P-13-11-25-22","Pending Approval","QXB","40,000","30-Nov-13","28-Dec-13","","","","","0","0","0","0"
"2513","UNAIDS-UN-Habitat joint publication on HIV in Cities -","H158","Pending Approval","FOH","54,000","15-Sep-13","31-Aug-16","GLOBAL","Research and Capacity Development","Research and Capacity Development","UNAIDS - Switzerland , , UNAIDS-HQ","46,254","54,000","7,746","6,994"
"2514","Post 2015 Sustainable Transport (P-2015 ST)","P-13-11-26-77","Pending Approval","FGB","64,161","21-Oct-13","23-Jun-14","","Urban Basic Services","Urban Basic Services, Urban Economy, Urban Land, Legislation & Governance, Urban Planning and Design","","0","0","0","0"
"2516","Improving access to water and sanitation to support polio eradication in Gadap Town, Karachi","D390","Pending Approval","QXB","294,361","1-Dec-13","31-Jul-16","Pakistan","Regional Office for Asia and the Pacific","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Basic Services","UNICEF - Pakistan, UNICEF-PAKISTAN","294,361","290,107","-4,255","19,257"
"2517","Support to Palestinians at Risk of Displacement in Israeli Controlled Area C of the West Bank","P019","Pending Approval","FPP","1,805,084","1-Feb-14","30-Jun-17","Palestine","Regional Office for Arab States","Advocacy, Housing and Slum Upgrading, Urban Planning and Design","Department for International Development (DFID), DEPT FOR INTERNATIONAL DEVELOPMENT DFID/ UNITED KINGDOM","1,869,435","1,735,855","-133,580","124,593"
"2521","Support to the Liberian Land Commission Phase II","C372","Pending Approval","QXB","2,321,349","1-Jan-14","31-Oct-16","Liberia","Regional Office for Africa","Urban Land, Legislation & Governance, Urban Planning and Design","Swedish International Development Cooperation Agency (SIDA) , , SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION AGENCY - SIDA","2,179,307","2,193,947","14,640","159,524"
"2524","Support to the Sustainable Urban Development Sector in Kenya, 2012-2014 (OER 4624)","C339_A","Pending Approval","FSE","716,187","1-Jan-13","31-Dec-15","Kenya","External Relations","Research and Capacity Development , Urban Basic Services, Urban Planning and Design","","452,818","590,931","138,114","45,783"
"2525","Support to the Sustainable Urban Development Sector in Kenya, 2012-2014 (ROA 4632)","C339_B","Pending Approval","QXB","2,077,768","1-Jan-13","31-Dec-15","Kenya","Regional Office for Africa","Research and Capacity Development , Urban Basic Services, Urban Planning and Design","","889,730","675,350","-214,380","92,156"
"2526","Support to the Sustainable Urban Development Sector in Kenya, 2012-2014 (UPDB 4650)","C339_C","Pending Approval","FSE","524,800","1-Jan-13","31-Dec-15","Kenya","Regional Office for Africa","Research and Capacity Development , Urban Basic Services, Urban Planning and Design","SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION AGENCY - SIDA","888,151","1,021,073","132,922","73,025"
"2527","Mainstreaming Multi-sectoral Urban Planning Framework and Governance in Vietnam through Policy Dialogues-Phase II","D392","Pending Approval","QXB","450,000","31-Dec-13","20-Dec-17","Vietnam","Regional Office for Asia and the Pacific","Research and Capacity Development , Urban Planning and Design","UNDP Multi Donor Trust Fund Office, UNDP MPTF (Multi-Partner Trust Fund)","381,743","384,200","2,457","24,974"
"2529","Enhancement of Technical Cooperation towards Environmentally Sustainable Development in Asia and the Pacific Phase V (2013-2016)","D369","Pending Approval","QXB","349,440","1-Apr-13","31-Mar-20","Regional - Asia","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Basic Services","PM of Japan to the United Nations, PM OF JAPAN TO THE UNITED NATIONS","232,950","337,012","104,062","26,799"
"2530","Disaster Resilient City Development Strategies for four Cities in the Northern and Eastern Provinces of Sri Lanka","P-13-12-19-47","Pending Approval","QXT","1,100,000","1-Jan-13","1-Jan-14","","","","","0","0","0","0"
"2531","Supporting the implementation of the Urban Burkina Faso Country Programme","C374","Pending Approval","QXB","977,500","1-Jan-14","31-Dec-17","Burkina Faso","Regional Office for Africa","Housing and Slum Upgrading, Research and Capacity Development , Urban Planning and Design","UNOPS - Switzerland , , UNOPS-SWITZERLAND, UNOPS-SWITZERLAND","1,343,253","1,373,034","29,781","74,675"
"2532","Supporting the Implementation of the National Programme for Urban Development and Economic Empowerment Cities - Cape Verde","C373","Pending Approval","QXB","200,000","1-Nov-13","31-Dec-16","Cape Verde","Regional Office for Africa","Urban Planning and Design","Donor to be Identified, PM of Cape Verde to the United Nations , PM OF CABO VERDE TO THE UNITED NATIONS, PM OF CABO VERDE TO THE UNITED NATI, PM OF CABO VERDE TO THE UNITED NATIONS","64,486","63,541","-946","7,419"
"2534","Rapid Planning - Sustainable Infrastructure, Environmental and Resource Management for Highly Dynamic Metropolises","J099","Pending Approval","FGR","3,237,387","1-Apr-14","30-Jun-19","Germany, Egypt, Rwanda, Vietnam","Urban Planning and Design","Research and Capacity Development , Urban Basic Services, Urban Planning and Design","AT-Verband (AT-Association), AT-VERBAND - AT-ASSOCIATION VERBAND FUR ANG SOZIAL UND UMWELT TECH","1,568,066","486,694","-1,081,372","99,783"
"2536","Water for Life Campaign Project for Asia and the Pacific Region (Phase I)","D389","Pending Approval","QXB","215,000","1-Nov-13","30-Nov-19","Laos, Nepal","Regional Office for Asia and the Pacific","Urban Basic Services","FHK, , FUKUOKA HABITAT KENKYUKAI - FHK","156,912","215,000","58,088","4,186"
"2537","Integrative neighbourhood development in refugee hosting area, Faisal, Cairo","C375","Pending Approval","QXB","54,118","22-Jan-14","31-Dec-14","Egypt","Regional Office for Arab States","Housing and Slum Upgrading, Risk Reduction and Rehabilitation","United Nations High Commission for Refuges (UNHCR)","54,123","54,118","-5","3,541"
"2538","Emergency Flood Response in Khartoum for Vulnerable Communities","C379","Pending Approval","QXB","1,600,000","1-Apr-14","31-Oct-16","Sudan","Regional Office for Arab States","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, PM OF JAPAN TO THE UNITED NATIONS","1,578,229","1,600,000","21,771","103,244"
"2541","Future Saudi Cities Programme","C376","Pending Approval","QXB","25,000,000","1-Jan-14","16-Dec-19","Saudi Arabia","Regional Office for Arab States","Cross Cutting, Research and Capacity Development , Urban Land, Legislation & Governance, Urban Planning and Design","PM of Saudi Arabia to the United Nations, PM OF SAUDI ARABIA TO THE UNITED NATIONS, PM OF SAUDI ARABIA TO THE UNITED NA, PM OF SAUDI ARABIA TO THE UNITED NATIONS","22,512,593","25,066,667","2,554,074","1,552,907"
"2545","Recovery Planning Support for Local Government Units (LGUs) in the Philippines in the Wake of Typhoon Yolanda (Haiyan) - Phase 1","D403","Pending Approval","QXB","250,113","1-Feb-14","30-Sep-14","Philippines","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Planning and Design","UNDP - Headquarters, , UNDP-HQ","199,978","250,113","50,135","13,083"
"2546","Extension of Water and Environmental Sanitation Improvement in Karachi","W074","Pending Approval","FWS","89,045","1-Jan-14","31-May-16","Pakistan","Urban Basic Services","Urban Basic Services","Coca Cola - Atlanta , COCA COLA - ATLANTA","87,014","86,901","-112","5,692"
"2547","Build My School Better","W073","Pending Approval","FWS","160,955","1-Jan-14","31-May-16","Pakistan","Urban Basic Services","Urban Basic Services","Coca Cola - Atlanta , COCA COLA - ATLANTA","111,951","111,431","-521","7,324"
